likes,body,url 
124,"Дублированный трейлер драмы ""Великий"" 
 
1970-е. Военный фотограф Юджин Смит по заданию журнала Life возвращается в Японию, где в небольшом прибрежном городке Минамата разворачивается экологическая катастрофа. Именно оттуда Смит сделает репортаж, который потрясёт весь мир, снимет величайшие кадры в истории фотографии и пройдет трудный путь преодоления и познания себя. 

Премьера 4 февраля 2021
 
#Minamata #JohnnyDepp",https://sun1-92.userapi.com/impf/31DL_7JeclLA7qGFAPnoKic8nuV4HiMW7qXAUQ/sSzewfIOBwA.jpg?size=1080x767&quality=96&proxy=1&sign=fb0e67942a7f70f8677c1904446a9989&c_uniq_tag=XQpi9Hw-QeyKU8rL8jyfjQ3GnTw9hn8YS_ebuPPXT6E
92,"Студия «Союзмультфильм» начала кастинг на озвучку нового героя, который появится в перезапуске мультсериала «Ну, погоди!». Им станет Котёнок, который по сюжету иногда будет присоединяться к погоне Волка за Зайцем. 
 
Студия объявила о всероссийском кастинге, где может поучаствовать любой житель страны в возрасте старше 6 лет. Чтобы принять участие в пробах, необходимо записать несколько фраз героя и опубликовать видео в своих социальных сетях (Instagram или «ВКонтакте»). Записи с обязательным хэштегом #ХочувНуПогоди принимаются до 16 декабря. Итоги огласят 31 декабря. 
 
Известно, что Котёнок обладает талантом всегда оказываться «не в том месте и не в то время» и при этом сохраняет «хладнокровие и невозмутимость Чака Норриса».",https://sun1-86.userapi.com/impf/oq1Frch135Zo7P_DGXCCJTyv5xH9tozvpmLmrQ/3in-_aSvCBQ.jpg?size=527x570&quality=96&proxy=1&sign=d285330a8b59c682165114ca66bc5fe5&c_uniq_tag=6FqsHgGC9HYhUbdMKSqzdUIB3UwqJ_aDnWbUv_22KY8
811,"19 ноября, 26 лет назад состоялась премьера великолепного мультсериала ""Человек-паук"" 1994

#SpiderMan",https://sun1-85.userapi.com/impf/d7MVSgJ62-GLTaGrIyCxipRPNkLMDNvOnW_8sA/v0P1HpTDn-s.jpg?size=750x937&quality=96&proxy=1&sign=3f7b9724cca5fc5cbfcff2c5672daef2&c_uniq_tag=Sn77oFcTVre63KP_zl3o3JwUVZ-PYpFm8w8cJuXlBgQ
81,"Билли Портер выступит режиссером подростковой ЛГБТК-драмы ""What If?"". Картина станет его режиссерским дебютом.

По сюжету ученик старшей школы по имени Кхал рассказывает в социальных сетях о своих нежных чувствах к трансгендерной девочке Келсе. Вскоре герои начинают встречаться.

#WhatIf",https://sun1-22.userapi.com/impf/HallFFyvyFLxKhb52Xk3vZBkeLzZVpN9jHUQWQ/tf_MxJhu2Q0.jpg?size=720x1080&quality=96&sign=00ae926bc4489efccd77691a76c3786c&c_uniq_tag=H-8YSl5mjWiaEclwBODCPO8rcffe80hld8T9cTfN2MU
1180,"Не стаканчик с кофе, конечно, но тоже лишнее в кадре

#TheMandalorian",https://sun1-96.userapi.com/impf/63V_iInNfisAcTH6dmS5ZaB2V5ziB3Ii642w4w/yBpdBWftDOA.jpg?size=810x1080&quality=96&sign=a07b11f2b8b76075c6369fc6afc4af9f&c_uniq_tag=gmf9UYcq-GIGNLeBVsdcMBV2XOrrdLrEqYIaz6Rb2JE
141,"Мэтт Линц присоединился к актёрскому составу сериала ""Мисс Марвел"". 

Актер исполнит роль лучшего друга Камалы Кхан - Бруно Каррелли.

#MsMarvel",https://sun1-87.userapi.com/impf/Seeko4BDi7ZBmSOCr2pLOQBbAwL4TBpb2capmQ/8uL8Qtc1ZJA.jpg?size=1280x720&quality=96&proxy=1&sign=799c1b860589193dc47420b72f2a737b&c_uniq_tag=0pGdudCg70QYSd5KwZCUGjQR6yxCsGIWus7xuRBlmXY
566,"Танос оказывается огромный поклонник группы ""Стекловата""

Железный человек одобряет 👍

#JoshBrolin #Thanos #Ironman #RobertDowneyJr",https://sun1-14.userapi.com/impf/tPVw_TkFx_Yt0Tq6tInvSN5s2D-I7PI0vJJoMw/_Ch_4gK4_us.jpg?size=828x995&quality=96&proxy=1&sign=d3565e372fd0104b918ad2d7abae3358&c_uniq_tag=K5bv-6MFOX1018QPUtbOk6ABuJBlm1YoaCjC1WO239w
113,"Deadline сообщает, что MGM готовит новый фильм про Розовую пантеру, который снимет Джефф Фаулер (""Соник""). Сценаристом выступит Крис Бремнер (""Плохие парни навсегда"").

#PinkPanther",https://sun1-15.userapi.com/impf/drCnNeTi4aoRxTjYOkLskrFOc3TwvdYOrHE0kw/rMwbg7eBW3c.jpg?size=740x416&quality=96&proxy=1&sign=4decb8a64c37290be708c0d84f5151a8&c_uniq_tag=9KG6sQ6LLePcoIgbz76raKiR6JYU_peUShds_7JXbrw
248,"Копия самого первого комикса про Бэтмена была продана за рекордные 1,5 миллиона долларов

#Batman",https://sun1-96.userapi.com/impf/C114q4xJTspqQjv8_lr_x4iOiGmfi2Zza1hOJQ/JiaOYrfa-HA.jpg?size=682x1080&quality=96&sign=624ba7273c7a0b3fe27017ff375d5914&c_uniq_tag=Otr_ABkHCdAoV7wiXDH8f8xMKPcAJXlSmzHeoUmOGKw
87,"Настолка 🎲 Звёздные Войны за лайк 
https://vk.com/wall-59120170_1383146",https://sun1-25.userapi.com/impf/H8r1-Qvnxk6S3Tx-76R2cXhJuUTNFEpIjoWbTg/C9z-t4LKIE0.jpg?size=1000x1000&quality=96&proxy=1&sign=167d6ef963c9036d108e94b9b07f40e4&c_uniq_tag=m_e8G-93Y-yjqQvZ0LiNztCynrSzav4lY-vmiK2Etf8
185,"""Взаперти"" он же ""Run"" критики оценили высоко

#Run",https://sun1-47.userapi.com/impf/8LmXMVaR6f3mJftbRbZpkyH1u_1ptThYO702IA/ZUc5BauphGg.jpg?size=1080x1080&quality=96&proxy=1&sign=59e8664ec0c88ce48a0864ca2b3aaf5d&c_uniq_tag=g_oBuevPX2A0kcn2XHOtVY_wZdjhM7yfFzPoyY2IXaM
1135,"15 лет!

#Supernatural",https://sun1-85.userapi.com/impf/oRI9iGLLZkC1EYX1VE5j2_Yh7FZnS_NfgVj5_g/aJQLvLHuRhU.jpg?size=828x823&quality=96&proxy=1&sign=e6c4733dcb1667d00dffa39eafa7e1ad&c_uniq_tag=T474aQRgCb3oHNkHEHXgOcZA2Q3d7mKGRB5updJn8XU
117,"Deadline сообщает, что Disney из-за пандемии коронавируса могут перенести премьеры следующих фильмов на Disney +:

• ""Круэлла"" с Эммой Стоун;
• ""Пиноккио"" с Томом Хэнксом;
• ""Питер Пэн и Венди"".

#Cruella #Pinocchio #PeterPanAndWendy",https://sun1-47.userapi.com/impf/l4gAC_-ERulgE7ErE3RARveEc8UqI5zvDyy9wg/SjHIuO8NoDY.jpg?size=1200x675&quality=96&proxy=1&sign=7514f6a9cb1446f3767c03188151c731&c_uniq_tag=do_caMAMaYtGpzA9MpifJdlXD2mkzT92wqW9zDFq7sg
549,"Проснулись? Доброго утра, котокраберы!

#themandalorian",https://sun1-47.userapi.com/impf/8KN_ksR-UJ864ME-nWGPI02xCFoPljpzcAf4hA/jECGUKvXCAw.jpg?size=1080x826&quality=96&proxy=1&sign=31b117ccb9754f1492de469912e8f5eb&c_uniq_tag=j_DZfOsEwcLK5Dyrv79cFaqs41uBinpDNj3V2yx5_QU
649,"Вот и всё

#Supernatural",https://sun1-96.userapi.com/impf/GMMp4B-jjwJJ2TeH7aYOWxjp9ZK5JoeYZ5KnVw/UEjB-ge1I_I.jpg?size=1080x1080&quality=96&proxy=1&sign=27ae70a1cb34ed954a71f4ea8ffe1fdf&c_uniq_tag=HzfmVk2Tt0IpIYZUDavnv41kJSJl-c3GVGl3PmAw9SU
155,"Леди Гага присоединилась к актёрскому составу киноадаптации манги ""Скоростной поезд"" от Дэвида Литча.

#BulletTrain #LadyGaga",https://sun1-95.userapi.com/impf/AzBKU2MW3GV7iYQzCVAb4hak1jbVe8mrrcBIFw/fMJeGF4O7nU.jpg?size=750x545&quality=96&proxy=1&sign=790cdd0bcff345530774baa7c5a0d792&c_uniq_tag=jvWRJA3uerx0t9M62zNmBYHRpPrz0q9leEL_qR0sEY0
358,"Новые фото со съёмок сериала ""Мисс Марвел""

#MsMarvel",https://sun1-21.userapi.com/impf/WP_gu3b06b4zKOQiJQmyt__tJqKvM572yoRqnA/iDOopy8X2oA.jpg?size=720x1080&quality=96&sign=52ed57c4e072264c6f691441bc82cf36&c_uniq_tag=z0HjkvvZuzVB2qFdSZXSzr0voFM0aVDdh3W-Km3JKuI
60,"Трейлер фильма ""Дублерша""

Звезда комедий Кэнди Блэк ценит в этом мире лишь три вещи: секс, виски и драку с папарацци. После очередной выходки ей грозят групповая терапия, общество анонимных алкоголиков и исправительные работы. Увы, это не то, о чем ей хотелось бы думать. Пока звезду тиранит мозгоправ, её место занимает ее же дублёрша. Она мила, талантлива и не прочь избавиться от оригинала. 

Премьера 3 декабря 2020

#TheStandIn",https://sun1-21.userapi.com/impf/WP_gu3b06b4zKOQiJQmyt__tJqKvM572yoRqnA/iDOopy8X2oA.jpg?size=720x1080&quality=96&sign=52ed57c4e072264c6f691441bc82cf36&c_uniq_tag=z0HjkvvZuzVB2qFdSZXSzr0voFM0aVDdh3W-Km3JKuI
52,"Небольшая порция #КраткОбзоров от наших подписчиков в twitter! 
Скажите и вы пару слов о просмотренном недавно кино! 
 
www.twitter.com/cutterpool 
 
#twitter #CutTheCrap #КраткОбзор",https://sun1-85.userapi.com/impf/AZecRtUL7qC4m8OxitPchUgl_AZjevhFUst6-g/TyA5kaXdDDs.jpg?size=928x1080&quality=96&sign=350a6b13d595b8038da035d79c8bb5ce&c_uniq_tag=LXG4Q8AB4maPC1elRqxd3nBZ5TJTeHqkvvd6NVvipwU
226,Лили Коллинз,https://sun1-19.userapi.com/impf/OpjRSUFOjGcZXHO2jPpEJ0Pjckw7T35oYA6Urw/F-CRfqsV4-I.jpg?size=865x1080&quality=96&proxy=1&sign=279143763253cc3546acfe66ebe11c0e&c_uniq_tag=0wvGxcVzbc3uLybCZfSkqH5n0exvWtic4BPEXngfHkk
58,"Трейлер фильма ""Godmothered"" 

Элеонора - молодая, неопытная фея-крестная на обучении, обнаруживает, что ее избранная профессия находится под угрозой исчезновения и решает показать миру, что люди все еще нуждаются в фее-крестной. Найдя потерянное письмо от 10-летней девочки, попавшей в беду, Элеонора выслеживает ее и обнаруживает, что эта девочка, Маккензи, теперь является 40-летней матерью-одиночкой, работающей на новостной станции в Бостоне. Потеряв мужа несколько лет назад, Маккензи разочаровалась в идее ""долго и счастливо"", но Элеонора полна решимости дать Маккензи счастье, нравится ей это или нет.

Премьера 4 декабря 2020
 
#Godmothered",https://sun1-19.userapi.com/impf/OpjRSUFOjGcZXHO2jPpEJ0Pjckw7T35oYA6Urw/F-CRfqsV4-I.jpg?size=865x1080&quality=96&proxy=1&sign=279143763253cc3546acfe66ebe11c0e&c_uniq_tag=0wvGxcVzbc3uLybCZfSkqH5n0exvWtic4BPEXngfHkk
176,#msmarvell #отсылка,https://sun1-20.userapi.com/impf/UtFGmq30_xYwXG0jSKy6CdcNsTuuqLN-zgsNZw/j6GauyqXvGc.jpg?size=678x452&quality=96&proxy=1&sign=04d2ec906d2e706e1967b2f0d352f0b7&c_uniq_tag=dQ8uPxUsffwjYU_rDQZMLL-_mwH49njGb8bHkImAgzY
213,"Один из крупнейших в мире радиотелескопов ""Аресибо"" в Пуэрто-Рико разберут из-за угрозы разрушения конструкции. Вы можете помнить его как локацию в фильме ""Золотой глаз""

#007",https://sun1-14.userapi.com/impf/UDi9ZieQMrvXCQcTfRmEn2Jkx_oKnyh1GtsYQQ/SzolOQbhVn4.jpg?size=1280x577&quality=96&sign=45aa623b91d788ef99479c77ef6c3148&c_uniq_tag=8hEwTBGCYpZc0OgtcnS5QscjobDctPjNokfAzxax8Bc
324,"Терминатор не тот, кем кажется 
 
Скрытый смысл фильма «Терминатор 2: Судный День» в #CutTheCrapTV ✂",https://sun1-14.userapi.com/impf/UDi9ZieQMrvXCQcTfRmEn2Jkx_oKnyh1GtsYQQ/SzolOQbhVn4.jpg?size=1280x577&quality=96&sign=45aa623b91d788ef99479c77ef6c3148&c_uniq_tag=8hEwTBGCYpZc0OgtcnS5QscjobDctPjNokfAzxax8Bc
161,"Первые фото со съёмок сериала ""Мисс Марвел""

#MsMarvel",https://sun1-23.userapi.com/impf/VLhdfIbAZTk-Z4x_Gnp654Wd2hTEuf9EKy3HTw/mEm94hK3MLA.jpg?size=737x1080&quality=96&sign=befbaa5c62b63f05dffc1dc52cc4ed1d&c_uniq_tag=XuWp8pRV2DUyXBQgK1AckHP8AsxzDmTkYoTv9wgX7E0
87,,https://sun1-23.userapi.com/impf/VLhdfIbAZTk-Z4x_Gnp654Wd2hTEuf9EKy3HTw/mEm94hK3MLA.jpg?size=737x1080&quality=96&sign=befbaa5c62b63f05dffc1dc52cc4ed1d&c_uniq_tag=XuWp8pRV2DUyXBQgK1AckHP8AsxzDmTkYoTv9wgX7E0
549,"Воу!

Как вам новый стайл Джеймса Ганна?

#JamesGunn",https://sun1-14.userapi.com/impf/nJ8VGfRF1z-aAC4jEBWLvvDv8fYCJg08WF74IQ/1Rlmw1CfweY.jpg?size=810x1080&quality=96&sign=ee97dcc3f810a6bf3c2c5f4804ab239f&c_uniq_tag=trSTYOP1-6CTv_TbupEcgD5hznKB7ErnYZdICQCZHyk
88,"Дополнительный материал фильма ""Майор Гром: Чумной Доктор"" 
 
Майор полиции Игорь Гром известен всему Санкт-Петербургу своим пробивным характером и непримиримой позицией по отношению к преступникам всех мастей. Неимоверная сила, аналитический склад ума и неподкупность – всё это делает майора Грома идеальным полицейским, не знающим преград. Но всё резко меняется с появлением человека в маске Чумного Доктора. Заявив, что его город «болен чумой беззакония», он принимается за «лечение», убивая людей, которые в своё время ушли от наказания при помощи денег и высокого статуса в обществе. Общество взбудоражено. Полиция бессильна. Игорь впервые сталкивается с трудностями в расследовании, от итогов которого может зависеть судьба всего города. 
 
#МайорГром #ЧумнойДоктор",https://sun1-14.userapi.com/impf/nJ8VGfRF1z-aAC4jEBWLvvDv8fYCJg08WF74IQ/1Rlmw1CfweY.jpg?size=810x1080&quality=96&sign=ee97dcc3f810a6bf3c2c5f4804ab239f&c_uniq_tag=trSTYOP1-6CTv_TbupEcgD5hznKB7ErnYZdICQCZHyk
324,"Новое промо фильма ""Лига Справедливости"" 
 
#JusticeLeague",https://sun1-94.userapi.com/impf/bvhlF64VTKYEbUazKIY_hI5ZXvPQwKxIMFcO9A/_RmCsILEZJQ.jpg?size=1080x832&quality=96&proxy=1&sign=3a5851e16e32f8a14d461db650c85337&c_uniq_tag=Jl_GkpO9_1FPl0eNorY-wfx3RsQzQ8jUA9IqY0CJ6sA
9,"Умная кредитка с лимитом до 700 000р. До 120 дней без % на погашение кредита! Перевод задолженности без комиссии. Кэшбэк до 30% баллами. 
Успей оформить 👉🏻 https://l.tinkoff.ru/comfort_cc
АО «Тинькофф Банк», лицензия 2673",https://sun1-14.userapi.com/impf/ckyB1ecCdGngXXtEGj3aofPDGEtgT1LWC5I5Kw/Wj-rY5upflI.jpg?size=1200x1200&quality=96&proxy=1&sign=ed19461a008d4e251e67291e8e33f5ef&c_uniq_tag=KpYlsPRbi6FfMzXgm46cl9WjPftP1w4HdYLtU9AZ6gM
134,"Спин-офф Мандалорца выглядит прекрасно

#Мыможембытьгероями",https://sun1-14.userapi.com/impf/ckyB1ecCdGngXXtEGj3aofPDGEtgT1LWC5I5Kw/Wj-rY5upflI.jpg?size=1200x1200&quality=96&proxy=1&sign=ed19461a008d4e251e67291e8e33f5ef&c_uniq_tag=KpYlsPRbi6FfMzXgm46cl9WjPftP1w4HdYLtU9AZ6gM
35,#CutTheCrapFM #Sneakers #Тихушники,https://sun1-88.userapi.com/impf/2MaSeST-0HhRcPf2zs-5gfjj7uG_jhpdGbRyZA/XImJHaEOTSY.jpg?size=800x800&quality=96&proxy=1&sign=fe8012576073f4f70a629fc0603c491e&c_uniq_tag=6tJRbc2Kc0Nluf_D63j8X9lDa5dzZTY72yxAg60t-nU
194,"Трейлер фильма ""Поступь хаоса"" с Томом Холландом и Дейзи Ридли 
 
Тодд Хьюитт (Том Холланд) – единственный мальчик в городе Прентисстауне, где живут одни мужчины. После войны с враждебными существами спэками поселенцы были инфицированы шумовым вирусом, в результате чего все женщины бесследно исчезли, а выжившие мужчины научились слышать мысли друг друга. Через месяц Тодду предстоит достигнуть совершеннолетия, но в множестве чужих агрессивных и подозрительных мыслей он ясно различает, что жители города что-то скрывают от него – что-то настолько ужасное, что Хьюитт вынужден бежать, взяв с собой верного пса Манчи (его голос он способен слышать тоже). Уходя от погони, он натыкается на странное существо – девочку (Дейзи Ридли), чьих мыслей Тодд не слышит. Кто она? Почему ее не убил шумовой вирус? 

#chaoswalking",https://sun1-88.userapi.com/impf/2MaSeST-0HhRcPf2zs-5gfjj7uG_jhpdGbRyZA/XImJHaEOTSY.jpg?size=800x800&quality=96&proxy=1&sign=fe8012576073f4f70a629fc0603c491e&c_uniq_tag=6tJRbc2Kc0Nluf_D63j8X9lDa5dzZTY72yxAg60t-nU
78,,https://sun1-88.userapi.com/impf/2MaSeST-0HhRcPf2zs-5gfjj7uG_jhpdGbRyZA/XImJHaEOTSY.jpg?size=800x800&quality=96&proxy=1&sign=fe8012576073f4f70a629fc0603c491e&c_uniq_tag=6tJRbc2Kc0Nluf_D63j8X9lDa5dzZTY72yxAg60t-nU
171,,https://sun1-88.userapi.com/impf/2MaSeST-0HhRcPf2zs-5gfjj7uG_jhpdGbRyZA/XImJHaEOTSY.jpg?size=800x800&quality=96&proxy=1&sign=fe8012576073f4f70a629fc0603c491e&c_uniq_tag=6tJRbc2Kc0Nluf_D63j8X9lDa5dzZTY72yxAg60t-nU
66,"К актерскому составу третьего сезона сериала ""Ты"" присоединилась Тати Габриэль.

На что вы готовы ради любви? Когда успешный менеджер книжного магазина встречает талантливую начинающую писательницу, для него ответ очевиден: абсолютно на все. Используя соцсети, он узнает мельчайшие подробности о жизни девушки, чтобы подобраться к ней как можно ближе. Милая влюбленность перерастает в опасную одержимость. Парень готов тихо и методично устранить любое препятствие на пути к своей цели, даже если это препятствие — человек. 

#you",https://sun1-94.userapi.com/impf/VbnFCsGbSwcfyazm9WLyixC4hOfzfd55FB8cgg/1LkeQReVHXk.jpg?size=796x647&quality=96&proxy=1&sign=e711c7e678d7e77d116e48c735a039d3&c_uniq_tag=rQevgSyoyRQdmCtP_trPTyYxGeR2h4GdfvlCWmmcGp0
271,,https://sun1-21.userapi.com/impf/AE4PXQsUCrR3NA4ZvtI6Gm2p_BZdkVeJFRsQhw/yozutS9G-ec.jpg?size=750x591&quality=96&proxy=1&sign=f8106358e90416f668c42c29a19f63b7&c_uniq_tag=WISqn8oP-2M1EahByQLaJIZRV9XBVAt0N-EaEaRyzHA
90,"Майкл Шеннон присоединился к актерскому составу фильма Дэвида Литча ""Bullet train"".

Фильм основан на японском романе “Maria Beetle” Котаро Исака 
 
#Bullettrain",https://sun1-98.userapi.com/impf/5vVmzMmRtUoL5AjPjaSKLVFtORX2v7Ce4Sn4PA/4Mb4FX8xmI8.jpg?size=1200x899&quality=96&proxy=1&sign=9362b5015941f3aa1352a01e80c6f85e&c_uniq_tag=orKwr4W7okTCW1_-gh-C3_sl2D-IgSKg6eL2vi2-pNM
267,"Сегодня свои дни рождения отмечают Джоди Фостер (58), Мэг Райан (59) и Адам Драйвер (37), поздравляем! Какие роли этих актёров вам нравятся?",https://sun1-92.userapi.com/impf/OT2AZpoYZFATWiIzLoxRCoIaVxIti0n0f3_-aQ/TVcHSlojOHQ.jpg?size=1200x880&quality=96&proxy=1&sign=29356d4e3d41a5f718309ed96450d963&c_uniq_tag=sFruxHk_5SoPLL2Ptiq3jhiDmeDbNHX99sXlbqUWd5M
493,"В Госдуму внесли законопроект о санкциях для иностранных сайтов за цензуру против россиян и СМИ. 

В качестве наказания: штрафы, замедление траффика, блокировка.",https://sun1-84.userapi.com/impf/TAMG5xBpUPVqOqIE-M1l5mvM-L5GNuI70dUwJg/Q3ZU86ebOmY.jpg?size=859x811&quality=96&proxy=1&sign=b33864213bf43624a51895e6e34063b2&c_uniq_tag=kG7Xia_rw4swYLZ7zev_ADlxDtOPp9QPyFY7bxQVpRk
81,"К актерскому составу фильма ""Swan Song"" присоединились Аквафина, Махершала Али и Наоми Харрис.

Фильм описывается как жанровая драма, действие которой происходит в ближайшем будущем, в которой исследуется, кто чем пожертвует, чтобы сделать жизнь людей, которых они любят, счастливее.

#SwanSong",https://sun1-90.userapi.com/impf/vA9KKVCHaRIiLQYy_A98lyD9S8qNqHCZFMW4Rg/jq9zEobsIx4.jpg?size=600x710&quality=96&proxy=1&sign=1af4b883c906f8a78de8ec1e04468302&c_uniq_tag=vVTnsBOf0BbSmMQzbc2IfHHxQcKXquNSUNZFBcWYRo8
126,,https://sun1-90.userapi.com/impf/vA9KKVCHaRIiLQYy_A98lyD9S8qNqHCZFMW4Rg/jq9zEobsIx4.jpg?size=600x710&quality=96&proxy=1&sign=1af4b883c906f8a78de8ec1e04468302&c_uniq_tag=vVTnsBOf0BbSmMQzbc2IfHHxQcKXquNSUNZFBcWYRo8
948,"Курт Рассел о многочисленных политических постах кинозвезд:
 
""Актерам не следует высказываться о политике публично. Я всегда считал нас придворными шутами. Насколько я понимаю, вам не следует много болтать, чтобы зрители могли видеть вас в любом персонаже""

#KurtRussell",https://sun1-29.userapi.com/impf/G6bxIS5XsYqC_g0nvZnJX_OfY3Kbe-DniG0wUw/YAH4zQPqb4g.jpg?size=1280x800&quality=96&sign=3c644b250d61f210bcfdceacf537c2f3&c_uniq_tag=VnQ_3LMyO1eDJU3EFnKDTSltwlTRt-Q0ZPfx-XQCggY
297,"Новый кадр фильма ""Чудо-Женщина 1984""

#WonderWoman1984",https://sun1-89.userapi.com/impf/xFOBEL8vAubiTdlNuaVHnBmf8b19io7FphDaXQ/JbigZ7e-8jM.jpg?size=1280x854&quality=96&sign=391c4b8c394eea160a661a903ccb592a&c_uniq_tag=ml1kAtiTopj7d36Au_2o-nUXKl0So9ZXJRoOK8rN1mU
243,"Мадс Миккельсен говорит, что его замена Джонни Деппа в ""Фантастических тварях 3"" - всего лишь слух.

""Я знаю столько же, сколько и вы, из газет. Я жду телефонного звонка.""

#FantasticBeastsandWheretoFindThem",https://sun1-30.userapi.com/impf/Y0VgFIlM8vDgqZ4QSc_NeiPNtuXJoW-KwjruJQ/8AABrsJ3xQc.jpg?size=736x919&quality=96&proxy=1&sign=06ff2b1605383b6b5d3d06cbe8434dab&c_uniq_tag=0yGmj04QGtsuebwPO0FwzGhjJARe9KZblDtvrtwDWv8
507,"Сальма Хайек спрашивает у своих подписчиков:

""Угадайте, из какого фильма эта кепка?""

#SalmaHayek",https://sun1-96.userapi.com/impf/Zbudy2duZ86fd67buEdvuHAj4irJVPb1u7kLnQ/yL8R2P-q-jE.jpg?size=828x1032&quality=96&proxy=1&sign=32447a4cdf4cae5ac303008151f336d2&c_uniq_tag=eyInzremkbBrpcfI56WXFeND2fcze1SXUT2S_En7Muk
479,"По слухам, Сиена Агудонг сыграет Лило в фильме ""Лило и Стич"" от Disney.

#LiloAndStitch",https://sun1-16.userapi.com/impf/FlIc08cghLSm1u1zbWr5cJs0Eo3T836X0yvD6g/vSlnDj1aXxc.jpg?size=668x1000&quality=96&proxy=1&sign=6c5b6e8436503c14e05ac78675d04ddc&c_uniq_tag=yutHn_i8nJc16l2bk4962izAdQVGlqTkDyh5nUIUKso
262,"Марго Робби о своем участии в перезапуске ""Пиратов Карибского моря"":
 
 ""Может быть. Все только в зародыше. Большего сказать не могу ... в данный момент""",https://sun1-85.userapi.com/impf/k14uNq9aqeh_LkqUiHwAhBy-pW-OvWHnAljz3g/iua6r-cqEbU.jpg?size=1280x800&quality=96&sign=ac0a7e7ec105b6ac65b3f2c54a520069&c_uniq_tag=_DYbxGIcGu_wo5FrSR_NG0ohULJoYQxLJjxYR4D7sXk
501,"Как по поводу двухметрового гавайца с утра пораньше?

#JasonMomoa",https://sun1-85.userapi.com/impf/hB0jttJWlqk6hPkJJu_iZuqU-DkaRxyAqZKx8Q/KV8gJFbcA58.jpg?size=864x1080&quality=96&sign=1619cf80377d3496af3d28a129cb6803&c_uniq_tag=tsW4lDTZ8HSXtSY6fVNQI8oQrbUaRRIXqtWFsQrrCyY
40,"Отличная порция #КраткОбзоров от наших подписчиков в twitter! 
Скажите и вы пару слов о просмотренном недавно кино! 
 
www.twitter.com/cutterpool 
 
#twitter #CutTheCrap #КраткОбзор",https://sun1-90.userapi.com/impf/1j6pmfuCZAzh3QtUG1i--OE6i8ZW1c9vibYWow/cQi4niLzaWM.jpg?size=638x1080&quality=96&sign=e4571f2cf8c5941832f18dfe58b3c8c4&c_uniq_tag=qjytWi0F5BGhqJON4-Oi5jyKx5hpAoHG9bwajavl8Vg
453,"​​«Чудо-женщина 1984» выйдет одновременно в кинотеатрах и на HBO Max 25 декабря.

Подписчикам сервиса не придётся отдельно доплачивать за просмотр фильма, как это было с «Мулан» у Disney+.

#WonderWoman84",https://sun1-47.userapi.com/impf/1wBWVPfAAWstiyVwstr1NErQeY-ND2iRwRjrcQ/x8YVCgYVV_E.jpg?size=910x1080&quality=96&sign=cafabbfe8f9d616552d8ff9caa4d27c1&c_uniq_tag=_2n-dAE9hSew3QxKGn5J3CAOtq2gGC9_2cfWh1AwDTo
455,Портрет Скарлетт Йоханссон!,https://sun1-91.userapi.com/impf/WRpxUpbohxB28Mtn_PNwC47xu3E9O1H1R61WRA/CU784jPCRV0.jpg?size=809x1080&quality=96&sign=ae299d5cd86be541d167e843389a905d&c_uniq_tag=-W-Yq4bvvB8oOg6TIjGLprC1qxLiiLx7dnK7EBM4IUM
202,Вигго Мортенсен,https://sun1-97.userapi.com/impf/GwQy9aVvHAfIk8h7ncPIHL1HzOoSMMOE1DyC6Q/ApP7SD_OCOw.jpg?size=864x1080&quality=96&proxy=1&sign=3bf66a50180079a1dd2e1a80242bb3b1&c_uniq_tag=p78kkPFj1bBxxQGkYK50hKGsP2Ob1YVHA45VkK5aIoU
112,"Новые промо сериала ""Сокол и Зимний солдат""

#TheFalconAndTheWinterSoldier",https://sun1-21.userapi.com/impf/rVwAYjlMNTULgXDOkLo08M55DkZRM7HlNEIiMg/5I8RGyorGQY.jpg?size=800x593&quality=96&proxy=1&sign=6c1fc56962056498b8680270253d025e&c_uniq_tag=U5Cy82z7KvL6xRpZoobEl76sWvUNnu7R74l7hNOv1pc
58,"Трейлер фильма ""Одна ночь в Майами""

Мухаммед Али, Малкольм Икс, Сэм Кук и Джим Браун собираются чтобы обсудить свою роль в культурных и социальных переворотах 60-х годов XX века. 
 
Премьера 15 января 2021

#OneNightInMiami",https://sun1-21.userapi.com/impf/rVwAYjlMNTULgXDOkLo08M55DkZRM7HlNEIiMg/5I8RGyorGQY.jpg?size=800x593&quality=96&proxy=1&sign=6c1fc56962056498b8680270253d025e&c_uniq_tag=U5Cy82z7KvL6xRpZoobEl76sWvUNnu7R74l7hNOv1pc
186,"Новые постеры фильма ""Поступь хаоса""

#ChaosWalking",https://sun1-93.userapi.com/impf/gwwtM1cBUSoc6wzr0OfuZPlY-LgU1P3uavVj-Q/4SVKq1dkEX0.jpg?size=759x1080&quality=96&sign=af9ad9208cc0554a6f17829209776f99&c_uniq_tag=c0vMhTxpUbiZ6mDXxvkSwNqJfokHwLn8SmRfotRhatI
